CONTENT,from_user_description
RT @gopalkagarwal: Speaking on #demonetization and #insolvancy act organised by #Institute of #chartered accountants's #Noida branch... htt,
RT @syedsulaiman92: @TelanganaCMO to open 150 Centers of 5rs Meal Scheme on the rep. of @asadowaisi to minimize #Demonetization impact.htt,Inspired from @asadowaisi and late Advocate Shahed Azmi |Civil Engineer | Proud Indian Muslim|
RT @LillyMaryPinto: Telangana Chief Minister K. Chandrashekar Rao extends his full support to PM Modi's #Demonetization  move Jai Ho?? http,Indian. Proud to be associated with BJP since its inception. No compromise on Hindutva. Tremendous faith on our PM Shri. Modiji. BHARAT MATA KI JAI !
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","Rocker, SW Developer"
RT @gopalkagarwal: Speaking on #demonetization and #insolvancy act organised by #Institute of #chartered accountants's #Noida branch at gol,
RT @gopalkagarwal: Speaking on #demonetization and #insolvancy act organised by #Institute of #chartered accountants's #Noida branch https:,
"RT @Crazyscorp22: @Loneranger9 Were you always an idiot  &amp; this dumb  or #demonetization pushed you over the edge? And, no,I am not as poli","I am a thought wave 

https://t.co/67uIYT28Bb"
RT @syedsulaiman92: @TelanganaCMO to open 150 Centers of 5rs Meal Scheme on the rep. of @asadowaisi to minimize #Demonetization impact.htt,AIMIM president Abids Hyderabad
RT @AAPGujarat: News in Print: AAP protests in Gujarat against #demonetization debacle (6/6) https://t.co/gikDcYQCqX,
RT @PsuedoSickular: This is getting ridiculous. How many deaths before we realize too many Indians have died?#Demonetization... https://t,#HumanRights wallah I #Miyanda | #Bibliophile | #Bihari by birth #Jharkhandi at heart| #Law #Politics #Literature #Media #Urdu #Urban I Founder @CafeSolidariTea
RT @MissionBJP2019: Government pushes banks to install 1 million swipe machines in 3 months. #Demonetization... https://t.co/UqszXwBHsU,BHARTIYA | Sirf ZeeNews | trust NaMo | BHARAT MATA KI JAI | MODI bhakt
The latest Dr. Hutch's Daily News! https://t.co/6jTVAwTtzO Thanks to @aungsuukyiwo @Studio6F @JholiBaba #realestate #demonetization,"Through hard work and dedication, He is an award winning businessman, life coach, entrepreneur and minister. Who has helped many people reach their goals."
RT @AAPGujarat: News in Print: AAP protests in Gujarat against #demonetization debacle (6/6) https://t.co/gikDcYQCqX,
RT @LillyMaryPinto: Telangana Chief Minister K. Chandrashekar Rao extends his full support to PM Modi's #Demonetization  move Jai Ho?? http,
"@Loneranger9 Were you always an idiot  &amp; this dumb  or #demonetization pushed you over the edge? And, no,I am not as polite as @Sootradhar","I will have admirers and detractors based on a few tweets. Who cares for the context and details, right?"
RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq,"#wannabeGoodHuman  || #CarFrenzy || #capricorn || Tum na bas kabhi kabhi... || https://t.co/QeyvFLXtQu , Miracles do Happen
Snapchat: guf.khan IG:guf_khan"
This is getting ridiculous. How many deaths before we realize too many Indians have died?#Demonetization... https://t.co/wSHYevYxpI,Secular Indian hated by pseudo nationalists. #ResistFascism one sarcastic post at a time.
RT @DDNewsLive: #Demonetization: Prime Minister @narendramodi urges people to switch to mobiles as banks. Here's how you can do it -#Cash,
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",iphone/ipad apps developer
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",Jabra fan of @asliyoyo
RT @syedsulaiman92: @TelanganaCMO to open 150 Centers of 5rs Meal Scheme on the rep. of @asadowaisi to minimize #Demonetization impact.htt,
Success in everything is out! https://t.co/GUnlj1qemb #demonetization #queues,Idea Networker. Google+ me at https://t.co/lFcxyKXnkT or FB http://t.co/mxIyAIzKQM
RT @namishtaneja: Thank you #navbharattimes ??#NamishTaneja #demonetization #2000rs?? https://t.co/33fuvMzCfB,
RT @NilimDutta: Swachh Bharat Abhiyan? #EpicFailMake in India? Epic FailSurgical Strike? Epic Fail#DeMonetization? Epic Fail,tell a lie u become a hero but tell the truth u become a villain
"RT @JanatadalU: Clear evidence of black money used to buy land for @BJP4India before #demonetization, sharing records after #demonetization",AAP supporter
"JaiHoModiSarkarSalute you,Sir#demonetization is a complete success@narendramodi https://t.co/qYDPIssojk","Physician, Ex professional WHO, nationalist, admire honest people who work for the betterment of our country-India. RTs are not endorsements."
Are you anxious about standing in a queue outside the bank/ATM? Here are a few tips that can help you prepare befor https://t.co/SZiRNrk2LX,"The CARE Hospital Group is a multispecialty healthcare provider, ranked among the top 4 pan-Indian hospital chains."
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","Pilot, passionate squash player and a proud indian!!"
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",The CaseyNeistat Wannabe
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",???????|Dental Student|Nationalist|Hard Headed Hindu.
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","Technical Support Engineer, #FastandFurious, #Transformers, etc"
RT @Tavaga_Invest: Tavaga's @niharikar writes for @SHEROESIndia on how Women should react to #demonetization - https://t.co/ApZ3KlSTAd. #gi,"Co-Founder, Tavaga (@Tavaga_Invest) - goal oriented investing. ETF, Index & Delta-one. IIT Bombay. London Business School. Photography & Travel."
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","IT Professional,  A proud Indian, Yuvi and Namo Fan."
"RT @TNBJYM: Signature campaign in support of #Demonetization by BJYM Tamilnadu across TN today. Place - Egmore, Central Chennai. #ISupp",Not an official Account.Just a tool for campaigning BJP'S initiatives to the people of Tamil Nadu
"@iam_juhi Now all #RealEstate ads have changed from Lake view, Club view, Hill view to ATM view and Bank view! #demonetization #BlackMoney",
The latest A Level Business Studies! https://t.co/tJ1ESXKofw #demonetization #queues,"Ellesmere College Politics Department, sharing knowledge to build a base for learning."
this is How Bharat Bandh worked#bharatbandh #demonetization #amendmentbill #oppositionxposed @OfficeOfRG https://t.co/MeFYNkTDHn,"This page is for Childhood Memory, Our culture, news, sports, Cartoon, Business, Cricket, Politics of India. Fun, Joy, Diversity, Love, Peace."
RT @PahwaSandy: Dats true .Before #demonetization it was 7.30 which has been reduced to 4.25 @kapsology @ArvindKejriwal https://t.co/mYZ9WT,on tweeter & fb only to support for good. ie AAP. . . only hope of our country
BRILLIANT ANALYSIS about #demonetizationbhakts will surely be unable to read and understand the logic.https://t.co/Q5pUnwbgen,
#BlackMoney exchange mafia busted in #Hyderabad.https://t.co/luvry90sOD#NTVTelugu #Demonetization #CurrencyBan #CurrencyChaos #Telangana,"Official NTV account, follow for the latest updates. For breaking news follow @NTVjustin"
RT @Tavaga_Invest: Tavaga's @niharikar writes for @SHEROESIndia on how Women should react to #demonetization - https://t.co/ApZ3KlSTAd. #gi,Forca Barca!
RT @Tavaga_Invest: Tavaga's @niharikar writes for @SHEROESIndia on how Women should react to #demonetization - https://t.co/ApZ3KlSTAd. #gi,Co-founder @Tavaga_Invest. Love and live great stories. Lady Mormont superfan.
Tavaga's @niharikar writes for @SHEROESIndia on how Women should react to #demonetization - https://t.co/ApZ3KlSTAd https://t.co/2VnRLw28rh,The smartest and simplest way to save for your goals
RT @namishtaneja: Thank you #navbharattimes ??#NamishTaneja #demonetization #2000rs?? https://t.co/33fuvMzCfB,adventures
RT @johnstanly: The rule no. 1 of #Modi's #demonetization: the rule always changes,Mechanical Engineer... Hardwork and Respect are inseparable...
RT @SirJadeja: PM Narendra Modi Trolls WB CM Mamata Banerjee With Politeness.RT &amp; Spread If U Like It#BlackMoney #Demonetizationhttps:/,
RT @AAPGujarat: News in Print: AAP protests in Gujarat against #demonetization debacle (6/6) https://t.co/gikDcYQCqX,
@AmitShah GCongrats??4EstablishingValidityOf#Demonetization by Earning CitizensTrust inPollsOf AssamArunachalMaha https://t.co/h2B9bKhsRr,?????? I Mechanical Engineer -35+yrs of 'Professional Experience' I Think & Walk Straight?? I Tweets/Views R Personal I RT R NOT Endorsements I
RT @syedsulaiman92: @TelanganaCMO to open 150 Centers of 5rs Meal Scheme on the rep. of @asadowaisi to minimize #Demonetization impact.htt,"A proud Indian Muslim..Startup evangilist a diehard entrepreneur,dreamer. a foodie,an avid traveller!Rt's not endorsement!!"
"(2/4)She says, ""Before #Demonetization, some #customers used to buy vegetables worth Rs 400-500 #everyday.""#HumansOfDemonetization",#IndiaFellow Social #Leadership Program
RT @alok_bhatt: Leave economics of #DeMonetization aside; the biggest takeaway of #DeMonetisation is that currency isnt that important as w,Abra ka dabra
RT @AAPGujarat: News in Print: AAP protests in Gujarat against #demonetization debacle (6/6) https://t.co/gikDcYQCqX,
RT @AnandM25: Lok Sabha passed Taxation (Second Amendment) Bill amidst ruckus; bring in existence tax provisions for #Demonetization. @NewI,"housewife love reading, travelling, meeting people,politics,music supported india against corruption.now anti AAP , support MODI as PM"
Window to black money holders!! Pay 50% or 85% - your choice - https://t.co/RqQfEqXIXM #BlackMoney #cashcrisis https://t.co/FRCZHr3JVi,Know Your Adhikaar Before Anything Else
"RT @dhume: Moody's is cautiously optimistic on #demonetization: short term pain, but likely medium term gains. https://t.co/8V50cX3jyF",Consulting Engineer. RTs are not endorsements.
"RT @Gkr_nilay: Elections Results after #Demonetization in Assam, Madhya Pradesh,  Maharashtra civic polls, Gujarat Civic Polls BJP MPs htt","I love people, politics, movies, sports, stocks, tv, tech, & jokes. Follow me if youre into any of these :-) "
Somehow I noticed less beggars on street since #Demonetization  #nocash #Goodchange,Writer | Director | Producer
RT @4ushashishekhar: Nandan Nilekani d Cong blue eyed corporate honcho n Architect of Aadhar supports #Demonetization Rahul Gandhi listenin,"???? ????? ?? ??????...??? ??? ?? ??? ????
???? ???? ?? ??
?? ?????
???"
RT @Bankai_Group: #FinTech Can Lead The Way during #Demonetization Phase. Read on to know how? https://t.co/B0pB1fBlkd https://t.co/OsW7Yk2,"A splash of colour on a boring canvas
#content writer, blogger
#digitalmarketing #social media"
@tkshah5 #DNARumourBuster: Heres a comprehensive debunking of panic-creating rumours on #demonetization https://t.co/RlauaXznv4,"Follow us for news, photos, videos and the latest trends from India and around the world. http://t.co/IZXefx3rSt"
@askshagun #DNARumourBuster: Heres a comprehensive debunking of panic-creating rumours on #demonetization https://t.co/RlauaXznv4,"Follow us for news, photos, videos and the latest trends from India and around the world. http://t.co/IZXefx3rSt"
"RT @Devinder_Sharma: While the nation suffers the trauma of #demonetization, Govt allows tax evaders to keep 50% of their black money. http",
@BadnaamEng #DNARumourBuster: Heres a comprehensive debunking of panic-creating rumours on #demonetization https://t.co/RlauaXznv4,"Follow us for news, photos, videos and the latest trends from India and around the world. http://t.co/IZXefx3rSt"
Modi should come to Malaysia to demonetize. The smog n haze will automatically clear off like in AAP's Delhi. #AfterShocks #demonetization,Vice President & Chief Quality Officer
@manchusri #DNARumourBuster: Heres a comprehensive debunking of panic-creating rumours on #demonetization https://t.co/RlauaXznv4,"Follow us for news, photos, videos and the latest trends from India and around the world. http://t.co/IZXefx3rSt"
@TejasNitinJoshi #DNARumourBuster: Heres a comprehensive debunking of panic-creating rumours on #demonetization https://t.co/RlauaXznv4,"Follow us for news, photos, videos and the latest trends from India and around the world. http://t.co/IZXefx3rSt"
@Ajitkpanda #DNARumourBuster: Heres a comprehensive debunking of panic-creating rumours on #demonetization https://t.co/RlauaXznv4,"Follow us for news, photos, videos and the latest trends from India and around the world. http://t.co/IZXefx3rSt"
On #demonetization Jan Samwad at Central Park Connaught with @dilipkpandey fire on modi through media @Pawansh07 https://t.co/9CD2jlBl7U,Zindgi Desh ko Samarpan Bharat Mata ki Jai
Dgca finds business jets ferrying demonetised money from one small airstirp to the other. Issues warning. @PMOIndia https://t.co/WqfbENvesz,"Journalist with Mint, Hindustan Times. If journalism is good, its controversial by nature."
RT @syedsulaiman92: @TelanganaCMO to open 150 Centers of 5rs Meal Scheme on the rep. of @asadowaisi to minimize #Demonetization impact.htt,Sabhi ka khoon hai shamil yahan ki mitti mein   Kisi ke baap ka hindustan thodi hai...!
